TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,TransactionType,Location,IP Address,Channel,CustomerOccupation,PreviousTransactionDate,TransactionAmount_Binned,CustomerAge_Binned
873.65,37.0,59.0,,12139.83,2023-09-18 16:57:44,Credit,Sacramento,25.188.196.47,ATM,Retired,2024-11-04 08:10:59,,Young
525.28,69.0,134.0,1.0,4693.6,2023-12-26 16:07:28,Debit,Fresno,198.166.198.233,Branch,Engineer,2024-11-04 08:11:40,,
110.17000000000002,30.0,137.0,1.0,464.1999999999998,2023-03-10 17:33:12,Debit,Boston,206.84.69.39,Branch,Student,2024-11-04 08:10:57,,
632.69,80.0,76.0,1.0,4363.74,2023-09-13 16:18:07,Debit,Memphis,146.47.189.38,ATM,Doctor,2024-11-04 08:07:16,,
124.35,72.0,90.0,1.0,3319.76,2023-01-06 17:30:07,Debit,El Paso,166.41.54.117,ATM,Student,2024-11-04 08:07:49,Low,
43.849999999999994,62.0,122.0,1.0,4356.98,2023-08-03 17:42:02,Debit,Fort Worth,30.92.249.132,Online,Student,2024-11-04 08:09:15,Low,
283.81,28.0,29.000000000000014,1.0,1519.35,2023-12-04 16:10:04,Debit,Milwaukee,39.163.103.27,ATM,Engineer,2024-11-04 08:07:19,,Young
168.53,71.0,112.0,1.0,5962.58,2023-04-25 16:53:22,Debit,Louisville,167.104.180.235,Branch,Student,2024-11-04 08:11:34,,
218.59,40.0,123.0,1.0,6699.23,2023-04-12 17:39:29,Debit,Austin,59.208.79.116,Online,Retired,2024-11-04 08:12:09,,Young
132.84,21.0,143.0,1.0,822.7299999999996,2023-11-10 16:06:27,Debit,Charlotte,146.47.189.38,ATM,Doctor,2024-11-04 08:07:29,,Young
157.37,42.0,289.0,1.0,13964.31,2023-08-14 17:41:24,Debit,Philadelphia,190.251.45.32,Online,Engineer,2024-11-04 08:08:04,,Young
144.77000000000004,20.0,159.0,1.0,867.3199999999997,2023-09-18 18:47:52,Credit,Nashville,112.196.12.19,Branch,Retired,2024-11-04 08:07:39,,Young
643.22,64.0,93.0,1.0,1035.8600000000001,2023-01-30 17:47:18,Debit,Milwaukee,143.212.47.226,Branch,Retired,2024-11-04 08:08:44,Low,Young
1392.54,41.0,297.0,1.0,13347.69,2023-05-11 16:30:04,Debit,Atlanta,163.58.140.206,Online,Retired,2024-11-04 08:11:18,Low,Young
208.07,32.0,36.0,1.0,8478.9,2023-10-16 17:47:41,Debit,San Diego,141.241.241.128,Branch,Student,2024-11-04 08:09:45,Low,
94.30000000000001,57.0,57.0,,11088.95,2023-08-08 17:44:21,Debit,San Jose,206.84.69.39,ATM,Student,2024-11-04 08:10:15,Low,
295.5,59.0,36.0,1.0,6280.66,2023-11-24 17:29:06,Debit,Fort Worth,141.241.241.128,ATM,Student,2024-11-04 08:07:15,,
30.230000000000018,44.0,99.0,1.0,481.1300000000001,2023-11-03 18:33:50,Debit,Kansas City,13.149.61.4,ATM,Doctor,2024-11-04 08:10:25,Low,
112.05000000000001,26.0,159.0,1.0,1122.8799999999997,2023-02-17 16:08:54,Debit,Dallas,203.197.235.35,Online,Retired,2024-11-04 08:11:28,,Young
180.24,58.0,144.0,1.0,8431.23,2023-11-27 18:26:02,Debit,Virginia Beach,110.150.1.201,ATM,Retired,2024-11-04 08:06:44,,Young
13.70999999999998,38.0,148.0,1.0,8342.79,2023-07-25 18:41:02,Debit,Columbus,64.57.44.102,ATM,Engineer,2024-11-04 08:10:58,Low,Young
96.54000000000002,58.0,95.0,1.0,7182.22,2023-03-28 17:23:54,Credit,Colorado Springs,35.73.67.98,Online,Retired,2024-11-04 08:10:57,,Young
79.35,67.0,70.0,1.0,1692.15,2023-02-14 17:01:44,Credit,Raleigh,170.54.231.239,Branch,Student,2024-11-04 08:08:47,,
101.04000000000002,27.0,160.0,1.0,1695.5699999999997,2023-05-17 16:03:51,Debit,New York,147.119.62.178,Online,Retired,2024-11-04 08:07:46,,Young
74.42000000000002,49.0,68.0,1.0,6264.21,2023-07-20 18:23:13,Debit,Fort Worth,32.13.122.242,Online,Student,2024-11-04 08:08:44,Low,
39.65999999999997,52.0,169.0,1.0,8497.34,2023-07-20 16:58:05,Credit,Omaha,214.67.148.245,Online,Retired,2024-11-04 08:06:35,Low,Young
99.36000000000001,40.0,46.0,1.0,1272.12,2023-12-08 17:24:44,Debit,Oklahoma City,93.170.203.44,ATM,Student,2024-11-04 08:10:39,,
123.85,56.0,244.0,1.0,3959.62,2023-05-02 17:13:45,Credit,Fresno,142.184.68.230,Branch,Retired,2024-11-04 08:06:58,Low,Young
426.93,19.0,248.0,1.0,476.1899999999996,2023-01-12 17:57:06,Debit,Oklahoma City,210.160.90.52,ATM,Doctor,2024-11-04 08:11:36,Low,Young
133.73,25.0,123.0,1.0,1872.2200000000003,2023-05-01 16:58:41,Debit,Philadelphia,42.219.228.159,Online,Retired,2024-11-04 08:09:35,,Young
222.39,49.0,73.0,1.0,3117.39,2023-05-22 17:34:50,Debit,Milwaukee,216.32.4.105,ATM,Retired,2024-11-04 08:11:49,Low,Young
215.94,22.0,140.0,1.0,1841.69,2023-06-08 16:43:06,Debit,Oklahoma City,200.136.146.93,Branch,Engineer,2024-11-04 08:07:32,,Young
6.300000000000011,80.0,283.0,5.0,7697.68,2023-03-08 16:20:43,Debit,El Paso,83.207.115.164,ATM,Student,2024-11-04 08:12:20,Low,
826.23,29.0,209.0,1.0,7580.59,2023-02-27 17:14:10,Debit,Milwaukee,86.220.59.252,Online,Doctor,2024-11-04 08:10:16,Low,Young
,35.0,67.0,1.0,7936.91,2023-03-27 18:47:56,Debit,Mesa,187.52.200.18,ATM,Retired,2024-11-04 08:12:19,,Young
131.46,67.0,258.0,1.0,6642.33,2023-12-04 17:06:43,Debit,Raleigh,20.147.6.179,Branch,Student,2024-11-04 08:08:48,,
202.86,61.0,149.0,1.0,7642.25,2023-02-08 17:59:42,Debit,Dallas,198.73.211.114,Branch,Retired,2024-11-04 08:09:38,,Young
268.39,26.0,171.0,1.0,136.73999999999978,2023-09-20 16:59:45,Debit,Detroit,94.227.164.192,Online,Engineer,2024-11-04 08:06:26,Low,Young
194.85,23.0,130.0,4.0,319.84000000000015,2023-08-10 16:28:55,Debit,Chicago,122.94.26.104,ATM,Student,2024-11-04 08:08:00,Low,
137.35,40.0,220.0,1.0,12662.66,2023-10-23 16:58:04,Credit,Boston,16.128.130.153,Branch,Engineer,2024-11-04 08:09:17,,
712.75,44.0,25.0,1.0,8126.06,2023-11-27 16:21:20,Credit,Philadelphia,135.29.211.116,Branch,Retired,2024-11-04 08:11:24,Low,Young
353.82,42.0,143.0,1.0,705.75,2023-08-07 16:37:06,Debit,Columbus,148.112.151.27,Branch,Student,2024-11-04 08:10:17,Low,
507.25,,143.0,1.0,5331.57,2023-06-21 16:00:51,Debit,Philadelphia,89.237.88.251,Branch,Doctor,2024-11-04 08:10:06,,Young
212.74,27.0,128.0,1.0,7645.47,2023-01-18 16:47:29,Debit,Denver,16.128.130.153,Branch,Engineer,2024-11-04 08:07:07,,Young
364.42,51.0,146.0,1.0,8119.73,2023-09-28 17:53:43,Debit,Raleigh,54.252.249.33,Online,Retired,2024-11-04 08:08:26,Low,Young
195.12,46.0,144.0,1.0,6101.15,2023-04-10 16:38:45,Debit,Omaha,3.77.114.6,ATM,Engineer,2024-11-04 08:07:41,,
230.61,80.0,204.0,1.0,2561.42,2023-03-14 16:07:32,Credit,Fresno,134.140.85.231,Online,Doctor,2024-11-04 08:07:50,,
739.28,58.0,47.0,1.0,11905.64,2023-04-26 18:35:50,Debit,El Paso,173.135.78.201,ATM,Retired,2024-11-04 08:09:21,,Young
390.35,64.0,61.00000000000001,1.0,7095.88,2023-05-01 16:11:56,Debit,Atlanta,142.148.226.178,ATM,Student,2024-11-04 08:09:44,Low,
242.03,58.0,124.0,1.0,4382.73,2023-06-05 17:08:37,Debit,Las Vegas,200.136.146.93,Online,Doctor,2024-11-04 08:09:03,,Young
242.39,18.0,271.0,1.0,1328.73,2023-02-21 16:14:16,Debit,San Francisco,51.196.87.214,Online,Engineer,2024-11-04 08:09:05,Low,Young
135.03,23.0,180.0,1.0,1278.0,2023-01-18 17:03:54,Debit,Kansas City,134.140.85.231,ATM,Retired,2024-11-04 08:10:57,Low,Young
83.5,61.0,91.0,5.0,1749.79,2023-02-14 16:23:39,Credit,Detroit,45.246.89.225,Branch,Retired,2024-11-04 08:10:18,,Young
193.54,80.0,267.0,1.0,2929.51,2023-04-10 16:44:52,Debit,Boston,100.198.165.4,ATM,Student,2024-11-04 08:07:58,Low,
617.3600000000001,29.0,61.00000000000001,1.0,8926.38,2023-01-18 17:53:37,Debit,San Antonio,56.67.227.142,Branch,Doctor,2024-11-04 08:06:52,,
775.23,59.0,38.0,1.0,5977.59,2023-06-26 18:39:52,Debit,Chicago,135.29.211.116,Branch,Doctor,2024-11-04 08:08:59,,Young
266.57,72.0,100.0,1.0,7676.92,2023-12-11 17:26:22,Debit,Louisville,40.10.25.102,Online,Engineer,2024-11-04 08:11:22,,Young
153.4,45.0,144.0,1.0,4657.7,2023-12-05 17:51:28,Debit,Oklahoma City,178.34.103.183,Online,Doctor,2024-11-04 08:06:35,Low,Young
946.94,53.0,251.0,1.0,5579.11,2023-03-13 16:41:12,Debit,Mesa,199.103.32.145,Online,Engineer,2024-11-04 08:09:14,Low,Young
5.1200000000000045,34.0,90.0,1.0,3293.01,2023-01-31 16:58:42,Debit,Milwaukee,83.182.211.68,Online,Retired,2024-11-04 08:07:40,Low,Young
119.11000000000001,57.0,131.0,1.0,7998.25,2023-05-15 17:02:15,Debit,Albuquerque,23.255.214.209,Online,Student,2024-11-04 08:08:51,,
1096.7,24.0,147.0,1.0,1093.8900000000003,2023-10-12 16:57:36,Debit,Nashville,77.7.223.184,Branch,Student,2024-11-04 08:08:35,Low,
119.72,30.0,123.0,1.0,3435.34,2023-06-26 16:10:57,Debit,Raleigh,191.82.103.198,Branch,Engineer,2024-11-04 08:12:14,Low,
107.4,58.0,32.0,1.0,344.0699999999997,2023-10-16 16:06:05,Debit,Philadelphia,83.207.115.164,ATM,Retired,2024-11-04 08:08:22,,Young
115.92000000000002,53.0,57.0,1.0,3897.17,2023-08-11 16:43:45,Debit,Mesa,93.169.212.219,ATM,Student,2024-11-04 08:11:29,Low,
438.04,67.0,247.0,1.0,5358.95,2023-02-13 17:02:27,Debit,Columbus,173.252.44.183,Branch,Student,2024-11-04 08:06:37,,
677.29,27.0,287.0,1.0,627.79,2023-12-05 16:19:23,Debit,Miami,89.6.100.149,Online,Student,2024-11-04 08:08:24,Low,
296.0,35.0,248.0,1.0,7418.82,2023-03-27 18:52:04,Debit,El Paso,197.187.216.106,ATM,Doctor,2024-11-04 08:11:56,,Young
299.09,36.0,84.0,1.0,5615.26,2023-06-13 17:52:56,Debit,Chicago,64.15.0.66,Online,Engineer,2024-11-04 08:06:34,,
461.52,24.0,44.0,1.0,1995.1800000000003,2023-12-29 16:38:21,Debit,New York,162.151.179.167,Branch,Engineer,2024-11-04 08:08:12,,
100.51999999999998,50.0,110.0,1.0,453.3900000000003,2023-04-25 17:33:27,Debit,Mesa,59.132.247.252,Online,Student,2024-11-04 08:08:50,,
85.35,66.0,166.0,1.0,2173.76,2023-02-28 17:58:02,Credit,Seattle,144.91.150.133,Online,Engineer,2024-11-04 08:09:41,,
79.75999999999999,39.0,170.0,1.0,6452.14,2023-05-25 16:52:57,Credit,Nashville,21.97.154.92,Online,Engineer,2024-11-04 08:08:45,Low,Young
778.49,75.0,107.0,1.0,7713.67,2023-11-30 16:51:46,Credit,Chicago,156.173.170.140,ATM,Engineer,2024-11-04 08:09:25,Low,
386.38,42.0,135.0,1.0,5528.36,2023-08-14 17:12:27,Debit,Houston,112.56.160.202,ATM,Engineer,2024-11-04 08:11:40,Low,
165.25,35.0,106.0,1.0,9939.94,2023-09-11 17:51:17,Credit,San Diego,44.197.126.59,Branch,Student,2024-11-04 08:10:26,,
14.29000000000002,34.0,150.0,1.0,7016.99,2023-05-17 17:28:25,Debit,Washington,110.150.1.201,Branch,Doctor,2024-11-04 08:09:01,Low,
232.79,55.0,145.0,1.0,2661.3,2023-05-05 17:32:18,Debit,Charlotte,85.239.236.80,Branch,Student,2024-11-04 08:09:21,,
1237.56,60.0,159.0,1.0,9410.17,2023-01-02 16:27:18,Debit,Charlotte,142.148.226.178,Online,Doctor,2024-11-04 08:09:09,,
92.29000000000005,54.0,115.0,,2026.3199999999997,2023-06-06 18:53:35,Debit,Fresno,219.98.242.240,Branch,Engineer,2024-11-04 08:11:58,,Young
293.97,68.0,153.0,1.0,7371.85,2023-12-11 16:57:41,Debit,Indianapolis,134.222.122.238,ATM,Doctor,2024-11-04 08:07:48,Low,Young
136.32,19.0,113.0,1.0,264.8299999999999,2023-04-03 16:43:29,Debit,Omaha,194.88.79.54,ATM,Doctor,2024-11-04 08:10:33,,
251.06,36.0,34.0,1.0,10001.66,2024-01-01 16:07:05,Credit,Detroit,112.86.148.212,ATM,Engineer,2024-11-04 08:08:50,,
50.170000000000016,77.0,35.0,1.0,7752.14,2023-07-05 17:49:26,Debit,Jacksonville,161.161.26.115,Online,Doctor,2024-11-04 08:09:01,Low,
21.399999999999977,34.0,258.0,1.0,9594.11,2023-02-28 16:46:55,Debit,Austin,195.226.203.234,Branch,Doctor,2024-11-04 08:12:03,,Young
73.28,21.0,21.0,1.0,1329.4099999999999,2023-10-25 16:13:39,Credit,Fort Worth,167.164.55.0,Branch,Student,2024-11-04 08:11:02,Low,
70.23000000000002,38.0,260.0,1.0,11624.93,2023-03-06 17:39:01,Credit,Virginia Beach,52.169.116.164,Branch,Retired,2024-11-04 08:09:57,,Young
689.29,22.0,100.0,1.0,168.84000000000015,2023-12-19 17:11:31,Debit,Tucson,166.79.195.157,ATM,Doctor,2024-11-04 08:09:02,,Young
745.03,28.0,231.0,1.0,160.5699999999997,2023-02-13 18:42:09,Debit,Virginia Beach,211.42.9.0,Online,Doctor,2024-11-04 08:10:32,,
54.610000000000014,58.0,160.0,1.0,7135.64,2023-11-15 16:08:52,Debit,Fort Worth,31.127.129.152,Online,Engineer,2024-11-04 08:08:25,,
54.05000000000001,27.0,146.0,1.0,469.1400000000003,2023-02-15 16:30:09,Credit,Baltimore,139.23.212.102,Branch,Student,2024-11-04 08:11:08,,
107.47,67.0,144.0,1.0,7517.5,2023-07-26 16:44:22,Debit,Denver,219.31.152.129,ATM,Doctor,2024-11-04 08:07:45,Low,Young
611.11,20.0,282.0,4.0,919.8400000000001,2023-03-24 18:50:42,Credit,Los Angeles,161.168.126.136,Online,Retired,2024-11-04 08:08:40,Low,Young
219.63,48.0,44.0,1.0,8013.63,2023-08-03 18:49:37,Credit,Virginia Beach,154.48.233.165,Branch,Retired,2024-11-04 08:09:51,,Young
188.7,,123.0,1.0,5077.06,2023-02-06 18:59:44,Debit,Oklahoma City,158.135.64.240,Branch,Student,2024-11-04 08:09:49,,
93.51999999999998,51.0,97.0,1.0,2791.2,2023-04-24 16:47:20,Debit,Albuquerque,32.71.250.58,Online,Student,2024-11-04 08:12:03,,
275.92,62.0,107.0,1.0,1777.38,2023-03-21 16:20:33,Credit,Sacramento,171.101.134.74,Branch,Engineer,2024-11-04 08:07:28,,Young
376.79,68.0,265.0,1.0,7749.14,2023-12-08 16:16:02,Debit,Nashville,152.234.65.155,Branch,Retired,2024-11-04 08:06:32,Low,Young
8.980000000000018,66.0,56.0,1.0,4516.76,2023-09-04 16:42:49,Credit,El Paso,133.223.159.151,Online,Engineer,2024-11-04 08:10:04,,
697.32,68.0,91.0,1.0,2016.02,2023-02-20 16:52:03,Debit,Seattle,189.248.139.91,ATM,Retired,2024-11-04 08:09:12,,Young
17.44999999999999,18.0,88.0,1.0,1959.52,2023-08-07 16:06:32,Debit,Denver,80.247.6.83,ATM,Doctor,2024-11-04 08:10:07,,Young
302.16,80.0,138.0,5.0,3876.61,2023-12-27 16:48:30,Debit,Fresno,144.91.150.133,Online,Doctor,2024-11-04 08:10:57,,
442.74,23.0,136.0,1.0,1790.27,2023-12-08 16:45:12,Debit,Dallas,68.254.244.208,ATM,Student,2024-11-04 08:07:15,,
623.9,27.0,249.0,1.0,711.4700000000003,2023-04-27 16:27:41,Debit,Charlotte,197.23.128.119,ATM,Retired,2024-11-04 08:07:03,Low,Young
445.41,35.0,235.0,3.0,12154.66,2023-10-31 16:49:13,Debit,Memphis,110.243.14.36,Online,Engineer,2024-11-04 08:09:14,,Young
63.40999999999997,26.0,36.0,1.0,1546.2200000000003,2023-04-19 16:54:46,Credit,Las Vegas,152.140.239.181,Branch,Doctor,2024-11-04 08:07:12,,Young
346.85,44.0,88.0,1.0,7208.15,2023-12-14 17:31:18,Debit,Jacksonville,170.225.23.251,Online,Student,2024-11-04 08:10:41,,
71.94999999999999,59.0,53.0,1.0,9267.32,2023-06-02 16:27:08,Debit,Philadelphia,218.54.207.160,Branch,Student,2024-11-04 08:12:17,Low,
7.5,63.0,36.0,1.0,6485.78,2023-12-01 17:04:00,Debit,Washington,47.82.77.181,Online,Doctor,2024-11-04 08:10:37,,
206.46,65.0,279.0,1.0,3984.38,2023-01-04 16:09:43,Debit,Columbus,157.47.114.20,Branch,Retired,2024-11-04 08:08:18,,Young
423.11,60.0,47.0,1.0,412.77999999999975,2023-07-31 16:51:50,Debit,Virginia Beach,51.250.122.123,Online,Doctor,2024-11-04 08:08:53,,Young
35.84000000000003,54.0,172.0,1.0,4795.65,2023-10-23 18:37:47,Debit,Kansas City,73.54.203.165,Online,Student,2024-11-04 08:06:37,Low,
88.6,28.0,105.0,1.0,246.5699999999997,2023-04-24 16:24:49,Debit,Louisville,38.166.40.246,Online,Doctor,2024-11-04 08:10:21,,Young
1431.3000000000002,18.0,168.0,1.0,1058.13,2023-03-06 18:27:13,Debit,Miami,221.23.158.87,Branch,Student,2024-11-04 08:12:13,,
53.81,55.0,37.0,2.0,,2023-01-04 17:00:17,Debit,Dallas,130.92.201.49,Branch,Engineer,2024-11-04 08:08:03,Low,
22.45999999999998,54.0,78.0,1.0,6631.5,2023-07-25 17:21:53,Debit,Charlotte,113.21.93.28,Branch,Engineer,2024-11-04 08:06:52,,
334.89,21.0,260.0,1.0,1661.6800000000003,2023-09-20 17:09:14,Debit,New York,60.153.124.80,ATM,Engineer,2024-11-04 08:09:57,,Young
319.27,54.0,59.0,1.0,5504.01,2023-07-21 16:43:59,Credit,Chicago,5.252.94.135,Online,Retired,2024-11-04 08:11:27,Low,Young
144.3,18.0,88.0,1.0,312.1899999999996,2023-10-31 17:06:47,Debit,Raleigh,187.52.200.18,Online,Doctor,2024-11-04 08:12:20,,Young
348.7,69.0,149.0,1.0,2445.58,2023-12-25 16:30:09,Debit,Denver,104.155.121.252,Online,Doctor,2024-11-04 08:07:55,Low,
366.21,62.0,181.0,1.0,10862.99,2023-09-19 16:55:00,Debit,Denver,215.97.143.157,ATM,Doctor,2024-11-04 08:11:45,Low,Young
99.11000000000001,55.0,12.0,1.0,5414.87,2023-02-16 18:56:44,Debit,San Diego,24.129.74.189,Branch,Student,2024-11-04 08:09:51,Low,
539.35,55.0,127.0,1.0,3919.44,2023-09-04 17:46:20,Debit,Colorado Springs,147.125.143.41,Branch,Student,2024-11-04 08:08:15,,
188.99,58.0,92.0,1.0,7315.34,2023-06-26 16:04:11,Debit,Las Vegas,160.160.113.117,Branch,Retired,2024-11-04 08:07:15,,Young
1416.69,46.0,58.0,1.0,3740.73,2023-09-13 18:49:55,Debit,El Paso,11.167.243.171,ATM,Doctor,2024-11-04 08:09:30,,
710.14,26.0,227.0,1.0,465.6300000000001,2023-01-30 17:37:14,Credit,Miami,56.116.189.0,Online,Retired,2024-11-04 08:08:25,Low,Young
308.68,53.0,170.0,1.0,9992.36,2023-06-12 16:48:03,Debit,Miami,205.69.66.135,Branch,Doctor,2024-11-04 08:11:09,,Young
166.68,57.0,139.0,1.0,5141.19,2023-01-19 17:24:30,Debit,Fort Worth,45.64.74.86,ATM,Retired,2024-11-04 08:12:20,,Young
0.9899999999999523,,133.0,1.0,4317.85,2023-08-30 18:00:09,Credit,Los Angeles,147.125.143.41,Online,Engineer,2024-11-04 08:11:29,,Young
505.19,30.0,128.0,5.0,5326.68,2023-09-18 16:04:06,Credit,San Antonio,198.24.183.157,ATM,Engineer,2024-11-04 08:07:18,,
66.57999999999998,23.0,79.0,1.0,1636.3199999999997,2023-05-05 17:34:22,Debit,Albuquerque,190.164.160.79,Online,Engineer,2024-11-04 08:10:18,,
223.43,77.0,178.0,1.0,7932.41,2023-05-15 16:52:24,Debit,San Francisco,55.154.161.250,ATM,Retired,2024-11-04 08:08:40,,Young
659.95,60.0,114.0,1.0,3927.69,2023-03-01 16:17:46,Debit,Raleigh,201.95.180.152,Branch,Retired,2024-11-04 08:08:20,Low,Young
634.86,27.0,45.0,1.0,588.5,2023-12-14 16:09:42,Credit,New York,91.204.200.167,Branch,Student,2024-11-04 08:08:32,Low,
286.5,30.0,60.0,1.0,8517.95,2023-09-20 16:37:48,Debit,Philadelphia,115.30.82.168,ATM,Engineer,2024-11-04 08:10:54,Low,Young
322.96,76.0,168.0,1.0,2401.59,2023-08-22 18:11:16,Credit,Atlanta,19.111.192.175,Branch,Retired,2024-11-04 08:11:57,Low,Young
654.48,19.0,114.0,1.0,6776.41,2023-06-14 17:07:08,Debit,Atlanta,81.248.235.147,Branch,Student,2024-11-04 08:08:12,,
157.97,48.0,140.0,1.0,5529.92,2023-05-29 17:53:03,Debit,New York,81.102.230.41,Online,Retired,2024-11-04 08:07:59,,Young
120.9,40.0,52.0,1.0,9009.42,2023-07-03 17:56:59,Credit,Boston,140.94.123.72,Online,Engineer,2024-11-04 08:07:10,,
254.77,57.0,57.0,1.0,5994.87,2023-08-29 18:30:36,Credit,Mesa,34.125.226.63,Online,Retired,2024-11-04 08:11:24,Low,Young
795.96,65.0,119.0,1.0,5468.58,2023-02-03 16:08:47,Credit,Boston,197.23.128.119,ATM,Retired,2024-11-04 08:08:17,Low,Young
149.25,39.0,142.0,1.0,5677.52,2023-01-17 16:59:03,Debit,Columbus,139.23.212.102,ATM,Student,2024-11-04 08:07:19,Low,
3.419999999999959,43.0,158.0,1.0,14180.21,2023-07-24 17:04:17,Debit,Memphis,210.98.198.143,ATM,Student,2024-11-04 08:09:03,,
68.19,40.0,189.0,1.0,9895.1,2023-06-14 17:17:34,Credit,Boston,147.119.62.178,Branch,Doctor,2024-11-04 08:11:44,,Young
493.42,39.0,111.0,1.0,2232.84,2023-10-27 17:26:53,Debit,Detroit,163.58.140.206,ATM,Engineer,2024-11-04 08:07:43,Low,
37.56999999999999,57.0,42.0,1.0,7739.54,2023-10-17 17:24:47,Debit,Colorado Springs,128.16.32.183,Branch,Engineer,2024-11-04 08:08:51,,
127.0,19.0,68.0,5.0,431.15999999999985,2023-05-29 16:20:29,Debit,New York,109.105.179.186,ATM,Doctor,2024-11-04 08:09:12,,Young
96.88999999999999,59.0,53.0,1.0,6044.93,2023-02-20 16:48:49,Debit,Albuquerque,196.244.194.198,Branch,Student,2024-11-04 08:07:13,,
448.33,25.0,161.0,1.0,922.1900000000005,2023-01-02 16:22:54,Debit,Seattle,11.167.243.171,ATM,Engineer,2024-11-04 08:07:15,Low,
1116.48,51.0,55.0,1.0,447.52999999999975,2023-05-01 17:11:47,Debit,Milwaukee,199.6.127.153,Online,Engineer,2024-11-04 08:08:14,Low,Young
8.649999999999977,48.0,273.0,1.0,10778.35,2023-10-04 16:47:33,Debit,Phoenix,16.51.235.240,Online,Student,2024-11-04 08:11:54,,
65.57,41.0,82.0,1.0,,2023-10-30 16:49:25,Credit,Jacksonville,11.188.75.155,Branch,Retired,2024-11-04 08:12:00,,Young
539.81,46.0,177.0,1.0,2051.25,2023-09-28 17:18:26,Credit,Kansas City,162.151.179.167,Branch,Retired,2024-11-04 08:06:58,Low,Young
363.53,63.0,142.0,1.0,1038.9099999999994,2023-09-26 17:02:25,Debit,Detroit,73.108.76.238,Branch,Student,2024-11-04 08:10:13,,
64.9,51.0,72.0,1.0,6854.61,2023-01-16 18:57:13,Debit,Seattle,37.227.215.145,Branch,Student,2024-11-04 08:10:32,,
358.18,18.0,157.0,1.0,619.8599999999997,2023-12-18 16:06:14,Credit,Philadelphia,190.164.160.79,Online,Doctor,2024-11-04 08:10:06,,
167.2,30.0,84.0,1.0,11320.83,2023-02-03 18:03:56,Credit,Houston,31.127.129.152,Branch,Engineer,2024-11-04 08:09:52,,Young
121.91,60.0,133.0,1.0,14510.8,2023-03-10 18:26:19,Debit,Jacksonville,170.225.23.251,ATM,Engineer,2024-11-04 08:06:32,,
137.57,54.0,70.0,1.0,5103.67,2023-03-27 17:02:44,Debit,San Antonio,44.197.126.59,Branch,Doctor,2024-11-04 08:07:17,,
534.62,55.0,45.0,1.0,13793.53,2023-05-08 17:42:36,Debit,Los Angeles,134.140.85.231,Branch,Retired,2024-11-04 08:08:11,,Young
463.92,50.0,199.0,1.0,2403.39,2023-03-14 16:21:01,Debit,San Diego,99.205.173.118,ATM,Doctor,2024-11-04 08:07:28,,
320.14,60.0,96.0,1.0,3075.97,2023-08-31 16:38:18,Debit,Raleigh,20.147.6.179,Branch,Engineer,2024-11-04 08:06:50,,
214.93,28.0,52.0,1.0,7835.4,2023-01-02 17:49:44,Credit,Virginia Beach,51.196.87.214,Branch,Engineer,2024-11-04 08:09:29,,Young
660.02,20.0,84.0,1.0,414.4300000000003,2023-07-31 17:04:29,Credit,Oklahoma City,183.39.94.209,Branch,Engineer,2024-11-04 08:07:30,Low,Young
345.81,40.0,135.0,1.0,6116.8,2023-08-17 16:44:38,Debit,Charlotte,165.35.58.173,Branch,Engineer,2024-11-04 08:11:15,,
143.54,71.0,80.0,1.0,6067.62,2023-12-06 17:10:35,Debit,Denver,6.44.165.160,Online,Engineer,2024-11-04 08:10:44,Low,Young
42.55000000000004,53.0,29.000000000000014,1.0,7341.43,2023-02-28 17:28:13,Debit,Sacramento,218.238.171.184,ATM,Doctor,2024-11-04 08:10:48,,
1063.25,21.0,128.0,1.0,1240.71,2023-06-19 17:50:29,Debit,Memphis,81.248.235.147,Online,Student,2024-11-04 08:07:58,,
541.79,22.0,125.0,1.0,1454.08,2023-01-02 18:35:07,Credit,Portland,3.77.114.6,Branch,Student,2024-11-04 08:07:45,,
40.56999999999999,26.0,63.0,1.0,1476.9099999999999,2023-11-27 16:16:19,Credit,El Paso,193.221.15.59,Branch,Engineer,2024-11-04 08:10:13,,
120.24000000000001,18.0,131.0,2.0,1943.13,2023-11-13 17:07:10,Debit,Portland,77.21.150.75,Online,Engineer,2024-11-04 08:07:50,Low,Young
498.67,28.0,244.0,1.0,1719.9700000000003,2023-12-18 16:33:01,Debit,Kansas City,13.188.62.74,Branch,Doctor,2024-11-04 08:10:34,Low,Young
227.22,53.0,220.0,1.0,832.8199999999997,2023-01-12 16:21:27,Debit,Colorado Springs,143.212.47.226,ATM,Retired,2024-11-04 08:11:23,,Young
1182.86,30.0,34.0,1.0,7696.16,2023-07-03 16:36:45,Credit,Fresno,167.67.137.223,Online,Retired,2024-11-04 08:06:40,,Young
56.94,76.0,74.0,1.0,7004.63,2023-10-23 17:17:18,Debit,New York,104.165.213.58,Branch,Retired,2024-11-04 08:07:56,Low,Young
629.82,68.0,159.0,1.0,6385.69,2023-05-15 16:51:28,Debit,Seattle,167.67.137.223,ATM,Student,2024-11-04 08:06:30,,
59.44,35.0,176.0,1.0,5472.03,2023-03-20 16:28:17,Debit,San Francisco,182.84.41.229,ATM,Engineer,2024-11-04 08:10:16,Low,Young
186.69,30.0,54.0,1.0,8602.22,2023-02-17 16:57:11,Debit,Fresno,56.116.189.0,Branch,Doctor,2024-11-04 08:08:38,Low,Young
