TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,TransactionAmount_Binned,CustomerAge_Binned,Target
283.45,27.0,127.0,1.0,2049.51,Debit,Fresno,Online,Retired,Low,Young,3.0
100.99000000000001,68.0,114.0,1.0,8865.27,Debit,Sacramento,Branch,Student,Low,Young,1.0
90.88,18.0,176.0,1.0,3908.47,Credit,Denver,Online,Doctor,Low,Young,0.0
655.1499999999999,26.0,264.0,1.0,5587.44,Debit,Phoenix,ATM,Retired,Low,Young,3.0
320.55,50.0,118.0,1.0,438.75,Debit,San Jose,ATM,Retired,Low,Young,3.0
41.50999999999999,28.0,48.0,1.0,609.6000000000004,Debit,Houston,Online,Retired,Low,Young,3.0
71.53000000000003,68.0,39.0,1.0,2393.73,Debit,San Jose,Branch,Engineer,Low,Young,0.0
467.13,54.0,45.0,1.0,3914.84,Debit,Fort Worth,Online,Engineer,Low,Young,2.0
235.4,28.0,70.0,1.0,818.3599999999997,Debit,Columbus,Online,Retired,Low,Young,3.0
159.32,18.0,100.0,1.0,304.4399999999996,Credit,Phoenix,Online,Retired,Low,Young,3.0
50.829999999999984,30.0,48.0,1.0,9553.42,Credit,Virginia Beach,Branch,Engineer,Low,Young,2.0
56.889999999999986,59.0,56.0,1.0,3034.67,Debit,Atlanta,Online,Retired,Low,Young,3.0
20.220000000000027,43.0,138.0,1.0,5515.32,Debit,El Paso,Online,Doctor,Low,Young,0.0
50.400000000000006,36.0,84.0,1.0,1677.0100000000002,Debit,Boston,Online,Engineer,Low,Young,3.0
73.87999999999997,53.0,131.0,1.0,4055.55,Debit,San Diego,Online,Engineer,Low,Young,1.0
119.61000000000001,33.0,53.0,1.0,9899.94,Debit,Los Angeles,ATM,Doctor,Low,Young,0.0
1241.05,18.0,129.0,1.0,756.7399999999998,Debit,Portland,Branch,Doctor,Low,Young,0.0
116.57999999999998,43.0,247.0,1.0,2620.74,Debit,Colorado Springs,ATM,Engineer,Low,Young,3.0
1919.1100000000001,30.0,161.0,1.0,11090.24,Debit,Fort Worth,Branch,Engineer,Low,Young,0.0
391.96,64.0,79.0,1.0,2174.16,Debit,Dallas,ATM,Engineer,Low,Young,1.0
156.26,46.0,160.0,1.0,7854.1,Debit,Oklahoma City,Branch,Doctor,Low,Young,0.0
427.0,49.0,163.0,1.0,8253.65,Debit,Denver,ATM,Retired,Low,Young,2.0
443.68,18.0,137.0,1.0,874.1499999999996,Debit,Indianapolis,ATM,Retired,Low,Young,3.0
101.75999999999999,31.0,26.0,1.0,6043.25,Debit,Detroit,Online,Doctor,Low,Young,3.0
67.57,37.0,107.0,1.0,2766.12,Debit,Dallas,Branch,Retired,Low,Young,3.0
326.29,56.0,179.0,1.0,8171.26,Debit,Jacksonville,ATM,Retired,Low,Young,3.0
158.56,33.0,100.0,1.0,5401.21,Credit,Jacksonville,Branch,Retired,Low,Young,3.0
56.02000000000001,27.0,142.0,1.0,3548.02,Credit,Louisville,Online,Student,Low,Young,1.0
288.28,27.0,36.0,1.0,160.82999999999993,Debit,Austin,Online,Doctor,Low,Young,0.0
245.67,24.0,107.0,1.0,752.25,Debit,San Antonio,Online,Doctor,Low,Young,0.0
152.18,39.0,176.0,4.0,2459.84,Debit,Jacksonville,ATM,Retired,Low,Young,3.0
114.35,41.0,21.0,1.0,469.1199999999999,Credit,Memphis,Online,Engineer,Low,Young,3.0
373.27,61.0,79.0,1.0,8441.61,Debit,Colorado Springs,Branch,Student,Low,Young,1.0
504.63,60.0,168.0,1.0,3806.16,Credit,Nashville,Online,Engineer,Low,Young,1.0
126.22,46.0,77.0,4.0,6133.41,Credit,New York,Branch,Doctor,Low,Young,3.0
820.15,47.0,181.0,1.0,8802.97,Debit,Mesa,ATM,Retired,Low,Young,3.0
986.81,68.0,127.0,1.0,14881.77,Debit,Omaha,ATM,Student,Low,Young,0.0
8.370000000000005,63.0,135.0,1.0,1106.3399999999997,Debit,San Francisco,Branch,Engineer,Low,Young,1.0
197.49,53.0,30.0,1.0,5005.33,Debit,San Jose,Online,Doctor,Low,Young,2.0
637.97,58.0,90.0,1.0,7949.03,Credit,Nashville,Branch,Retired,Low,Young,3.0
13.519999999999982,26.0,65.0,1.0,259.77000000000044,Credit,Sacramento,Online,Doctor,Low,Young,0.0
432.1,49.0,240.0,1.0,2114.3,Debit,Houston,Branch,Engineer,Low,Young,0.0
375.17,51.0,66.0,2.0,5495.3,Debit,San Diego,ATM,Engineer,Low,Young,1.0
642.68,50.0,94.0,1.0,8461.46,Debit,Mesa,ATM,Doctor,Low,Young,0.0
78.44,52.0,292.0,1.0,6870.84,Debit,San Diego,ATM,Retired,Low,Young,3.0
139.72,49.0,201.0,1.0,5058.83,Debit,Colorado Springs,Online,Engineer,Low,Young,2.0
499.99,31.0,296.0,1.0,8885.0,Credit,Chicago,Branch,Retired,Low,Young,3.0
10.069999999999993,24.0,49.0,1.0,530.8099999999995,Credit,Kansas City,Branch,Student,Low,Young,1.0
120.62,23.0,85.0,1.0,9379.53,Credit,Omaha,Branch,Retired,Low,Young,3.0
578.49,59.0,180.0,1.0,6475.13,Debit,Oklahoma City,Branch,Engineer,Low,Young,0.0
119.30000000000001,34.0,22.0,5.0,319.03999999999996,Debit,Mesa,Branch,Engineer,Low,Young,2.0
280.92,41.0,168.0,1.0,5298.85,Debit,El Paso,Branch,Doctor,Low,Young,0.0
42.41999999999999,21.0,102.0,1.0,490.5699999999997,Debit,Milwaukee,ATM,Student,Low,Young,2.0
77.03,67.0,259.0,1.0,11310.27,Debit,Nashville,Branch,Retired,Low,Young,3.0
22.589999999999975,62.0,45.0,1.0,3988.75,Debit,Louisville,Online,Retired,Low,Young,3.0
568.76,51.0,155.0,1.0,7484.32,Debit,Virginia Beach,ATM,Retired,Low,Young,3.0
25.939999999999998,58.0,211.0,5.0,4815.11,Debit,Austin,Online,Retired,Low,Young,3.0
105.94,51.0,207.0,1.0,5963.1,Credit,Seattle,Online,Student,Low,Young,1.0
733.29,52.0,94.0,5.0,10427.0,Debit,Kansas City,Branch,Engineer,Low,Young,2.0
350.15,21.0,195.0,1.0,296.47000000000025,Debit,San Jose,ATM,Retired,Low,Young,2.0
1151.1799999999998,65.0,105.0,1.0,1100.06,Debit,Dallas,Branch,Retired,Low,Young,3.0
183.67,19.0,238.0,1.0,910.2600000000002,Credit,Portland,Branch,Retired,Low,Young,3.0
278.27,29.0,123.0,1.0,6684.34,Debit,Tucson,Branch,Student,Low,Young,0.0
470.30000000000007,40.0,88.0,1.0,8524.09,Debit,Atlanta,Online,Student,Low,Young,1.0
261.69,53.0,84.0,1.0,5126.65,Debit,Phoenix,ATM,Student,Low,Young,2.0
365.04,22.0,94.0,1.0,873.8900000000003,Credit,Nashville,Branch,Doctor,Low,Young,0.0
211.1,57.0,136.0,1.0,7059.77,Debit,Memphis,Online,Doctor,Low,Young,0.0
21.49000000000001,58.0,240.0,1.0,11991.24,Debit,Houston,ATM,Doctor,Low,Young,0.0
63.579999999999984,18.0,199.0,1.0,8086.04,Credit,Tucson,ATM,Student,Low,Young,1.0
321.86,63.0,167.0,1.0,12626.49,Credit,Baltimore,Branch,Retired,Low,Young,3.0
12.110000000000014,75.0,127.0,1.0,1730.2799999999997,Debit,Jacksonville,Branch,Engineer,Low,Young,1.0
642.54,44.0,27.999999999999986,1.0,3143.17,Debit,Sacramento,Online,Doctor,Low,Young,2.0
210.45,27.0,146.0,1.0,1242.4899999999998,Debit,Oklahoma City,Online,Student,Low,Young,1.0
313.65,55.0,173.0,1.0,1886.3599999999997,Credit,Dallas,Online,Doctor,Low,Young,0.0
99.75999999999999,26.0,131.0,1.0,416.8900000000003,Credit,San Antonio,Online,Retired,Low,Young,3.0
115.31999999999996,53.0,113.0,1.0,5929.08,Debit,Phoenix,ATM,Student,Low,Young,1.0
33.610000000000014,23.0,72.0,1.0,479.0799999999999,Debit,Sacramento,Branch,Doctor,Low,Young,0.0
498.59,33.0,32.0,1.0,5862.99,Debit,Mesa,ATM,Retired,Low,Young,3.0
98.81,27.0,91.0,1.0,797.1000000000004,Debit,Chicago,Online,Student,Low,Young,2.0
1.8699999999999477,65.0,147.0,1.0,7287.94,Debit,Detroit,Branch,Engineer,Low,Young,0.0
78.92000000000002,59.0,95.0,1.0,5624.86,Debit,Fort Worth,ATM,Doctor,Low,Young,0.0
194.29,39.0,10.0,1.0,2988.41,Debit,Atlanta,Branch,Student,Low,Young,2.0
28.730000000000018,53.0,185.0,1.0,2712.96,Debit,Omaha,Branch,Doctor,Low,Young,0.0
105.53,24.0,88.0,1.0,1433.6599999999999,Debit,Charlotte,Online,Engineer,Low,Young,3.0
737.34,30.0,34.0,1.0,7336.56,Debit,El Paso,ATM,Doctor,Low,Young,1.0
237.86,18.0,210.0,1.0,475.6300000000001,Debit,Louisville,Branch,Retired,Low,Young,3.0
409.61,65.0,89.0,1.0,11698.15,Debit,San Francisco,ATM,Retired,Low,Young,3.0
75.53,21.0,157.0,1.0,1034.3499999999995,Debit,Kansas City,Online,Engineer,Low,Young,0.0
72.75,64.0,15.0,1.0,12042.79,Debit,Kansas City,Online,Engineer,Low,Young,3.0
39.110000000000014,26.0,143.0,1.0,518.54,Debit,Washington,Online,Retired,Low,Young,3.0
1309.79,23.0,139.0,1.0,1258.9300000000003,Debit,New York,Online,Retired,Low,Young,3.0
729.38,68.0,90.0,1.0,9127.65,Debit,Portland,ATM,Doctor,Low,Young,3.0
137.49,34.0,50.0,1.0,4471.05,Debit,Indianapolis,Online,Engineer,Low,Young,0.0
504.71,29.0,61.00000000000001,1.0,6214.54,Debit,Philadelphia,ATM,Doctor,Low,Young,0.0
371.47,24.0,58.0,1.0,1187.0400000000004,Debit,Raleigh,ATM,Student,Low,Young,1.0
430.35,36.0,205.0,1.0,354.89999999999964,Debit,Jacksonville,Online,Engineer,Low,Young,2.0
230.32,35.0,56.0,1.0,791.46,Credit,San Francisco,Online,Engineer,Low,Young,1.0
121.70999999999998,52.0,140.0,1.0,5878.89,Debit,Columbus,Branch,Retired,Low,Young,3.0
98.87,20.0,179.0,1.0,533.1999999999998,Credit,Milwaukee,Branch,Engineer,Low,Young,0.0
117.55000000000001,24.0,35.0,1.0,897.9400000000005,Debit,Atlanta,Branch,Retired,Low,Young,2.0
244.64,30.0,103.0,1.0,9159.56,Credit,Colorado Springs,Online,Engineer,Low,Young,0.0
321.93,45.0,12.0,1.0,4392.73,Debit,Colorado Springs,ATM,Retired,Low,Young,2.0
1092.73,58.0,11.0,1.0,1390.98,Debit,Omaha,ATM,Doctor,Low,Young,0.0
283.23,40.0,98.0,1.0,2008.77,Debit,Jacksonville,Online,Retired,Low,Young,3.0
346.65,30.0,60.0,1.0,6356.96,Debit,Las Vegas,Branch,Retired,Low,Young,3.0
381.62,64.0,164.0,1.0,6009.12,Debit,Detroit,Branch,Student,Low,Young,1.0
388.65,76.0,43.000000000000014,1.0,7896.85,Credit,Philadelphia,Branch,Student,Low,Young,1.0
29.220000000000027,24.0,151.0,1.0,1649.4300000000003,Debit,Kansas City,Online,Doctor,Low,Young,0.0
46.75,67.0,150.0,1.0,2840.43,Credit,Detroit,Online,Doctor,Low,Young,1.0
348.64,57.0,128.0,1.0,3274.96,Debit,Omaha,Branch,Doctor,Low,Young,0.0
319.17,73.0,81.0,1.0,6501.56,Credit,Detroit,Online,Student,Low,Young,1.0
73.94999999999999,26.0,76.0,1.0,363.9200000000001,Credit,San Diego,Online,Engineer,Low,Young,1.0
389.63,27.0,99.0,1.0,9748.48,Debit,Seattle,Online,Retired,Low,Young,3.0
217.61,19.0,45.0,1.0,1404.5299999999997,Debit,Detroit,Branch,Doctor,Low,Young,2.0
199.84000000000003,21.0,150.0,1.0,706.4400000000005,Credit,Los Angeles,ATM,Student,Low,Young,2.0
56.349999999999994,44.0,75.0,1.0,5095.73,Debit,Detroit,ATM,Engineer,Low,Young,0.0
248.95,65.0,29.000000000000014,1.0,3059.79,Credit,Portland,Online,Student,Low,Young,1.0
142.58,33.0,145.0,1.0,7844.23,Debit,Boston,Online,Retired,Low,Young,3.0
1020.7300000000001,28.0,87.0,1.0,1119.6099999999992,Debit,Raleigh,ATM,Student,Low,Young,1.0
84.34,58.0,248.0,3.0,5313.97,Credit,Fort Worth,Branch,Retired,Low,Young,3.0
1607.5500000000002,31.0,156.0,1.0,6227.99,Debit,Phoenix,ATM,Engineer,Low,Young,3.0
333.78,60.0,98.0,1.0,6810.94,Debit,San Jose,ATM,Doctor,Low,Young,0.0
332.59,55.0,143.0,1.0,1457.0699999999997,Debit,Chicago,ATM,Student,Low,Young,2.0
236.81,22.0,15.0,1.0,813.6800000000003,Credit,Nashville,Branch,Retired,Low,Young,3.0
417.8,27.0,130.0,1.0,1518.8199999999997,Credit,Phoenix,ATM,Engineer,Low,Young,0.0
319.27,50.0,150.0,1.0,10269.78,Debit,Memphis,Online,Student,Low,Young,1.0
384.1,42.0,172.0,1.0,672.79,Debit,Tucson,Online,Engineer,Low,Young,1.0
820.62,61.0,158.0,1.0,6024.8,Debit,Columbus,Branch,Retired,Low,Young,3.0
474.77,56.0,50.0,1.0,2158.59,Debit,New York,Online,Engineer,Low,Young,0.0
542.72,43.0,92.0,1.0,6011.8,Debit,Tucson,Branch,Student,Low,Young,1.0
79.80000000000001,73.0,76.0,1.0,6372.58,Debit,San Antonio,Branch,Student,Low,Young,1.0
46.24000000000001,57.0,52.0,1.0,2569.56,Debit,Colorado Springs,ATM,Student,Low,Young,1.0
327.8,61.0,54.0,1.0,10585.48,Debit,Atlanta,Branch,Doctor,Low,Young,0.0
445.79,52.0,161.0,1.0,717.9899999999998,Credit,Virginia Beach,Online,Student,Low,Young,1.0
55.889999999999986,72.0,150.0,1.0,3689.65,Debit,Charlotte,Online,Doctor,Low,Young,0.0
158.41,28.0,16.0,1.0,1512.1599999999999,Debit,Charlotte,Branch,Student,Low,Young,1.0
101.19,64.0,75.0,1.0,14389.45,Debit,Atlanta,Branch,Student,Low,Young,2.0
827.14,36.0,265.0,4.0,9800.21,Debit,Boston,Branch,Doctor,Low,Young,0.0
61.97,74.0,95.0,1.0,7014.69,Credit,Los Angeles,ATM,Doctor,Low,Young,3.0
27.20999999999998,79.0,102.0,1.0,3520.61,Debit,Louisville,Branch,Engineer,Low,Young,3.0
173.74,80.0,64.0,1.0,4913.42,Debit,Memphis,ATM,Engineer,Low,Young,0.0
176.11,38.0,105.0,1.0,9155.35,Debit,Houston,ATM,Retired,Low,Young,3.0
88.4,46.0,174.0,1.0,2567.53,Debit,Raleigh,Branch,Engineer,Low,Young,2.0
567.92,53.0,13.999999999999986,1.0,3779.47,Debit,Phoenix,Online,Engineer,Low,Young,1.0
138.11,68.0,104.0,1.0,4177.65,Debit,Fort Worth,ATM,Doctor,Low,Young,0.0
456.93,28.0,193.0,1.0,7284.76,Debit,Philadelphia,Online,Retired,Low,Young,3.0
101.42000000000002,66.0,146.0,1.0,6530.59,Debit,Kansas City,Branch,Doctor,Low,Young,0.0
300.61,44.0,51.0,1.0,7895.54,Debit,Portland,Branch,Retired,Low,Young,3.0
265.94,54.0,132.0,1.0,6781.3,Debit,Fort Worth,Branch,Student,Low,Young,1.0
345.54,29.0,50.0,1.0,2091.78,Debit,Fresno,ATM,Student,Low,Young,1.0
411.52,41.0,88.0,1.0,11108.39,Debit,Indianapolis,ATM,Student,Low,Young,1.0
111.21000000000001,35.0,111.0,1.0,9088.36,Debit,Mesa,ATM,Doctor,Low,Young,3.0
316.37,53.0,86.0,1.0,4671.69,Credit,Fresno,Branch,Engineer,Low,Young,1.0
260.63,37.0,142.0,1.0,7534.73,Debit,Jacksonville,ATM,Student,Low,Young,1.0
92.36000000000001,29.0,144.0,1.0,6353.14,Debit,Miami,Branch,Student,Low,Young,1.0
262.06,63.0,118.0,1.0,13587.52,Debit,Houston,ATM,Retired,Low,Young,2.0
64.5,74.0,230.0,1.0,1351.2399999999998,Credit,Louisville,Online,Retired,Low,Young,3.0
253.55,28.0,85.0,5.0,2797.26,Debit,Seattle,Online,Engineer,Low,Young,1.0
297.6564675428116,21.0,125.0,3.0,1222.77,Debit,Louisville,Branch,Engineer,Low,Young,1.0
175.94,57.0,89.0,1.0,3728.04,Debit,Columbus,Online,Engineer,Low,Young,2.0
199.47,57.0,142.0,1.0,6067.44,Debit,Louisville,Online,Doctor,Low,Young,3.0
51.06999999999999,63.0,133.0,1.0,4292.16,Debit,Jacksonville,Branch,Student,Low,Young,1.0
435.86,56.0,134.0,1.0,3801.82,Credit,Los Angeles,Online,Retired,Low,Young,3.0
74.73000000000002,64.0,162.0,1.0,6353.22,Debit,Detroit,ATM,Student,Low,Young,2.0
182.79,23.0,13.999999999999986,1.0,1251.85,Debit,Milwaukee,ATM,Doctor,Low,Young,0.0
628.36,44.0,108.0,1.0,11869.71,Debit,Miami,ATM,Student,Low,Young,1.0
268.39,29.0,177.0,1.0,9409.43,Debit,Charlotte,Branch,Retired,Low,Young,3.0
362.27,80.0,47.0,1.0,6003.59,Debit,Houston,Online,Engineer,Low,Young,0.0
560.15,50.0,92.0,1.0,817.8299999999999,Credit,Virginia Beach,Branch,Engineer,Low,Young,2.0
351.99,80.0,45.0,2.0,3663.64,Debit,Las Vegas,ATM,Doctor,Low,Young,0.0
132.36000000000004,28.0,160.0,1.0,319.64999999999964,Debit,Los Angeles,ATM,Student,Low,Young,1.0
24.769999999999982,40.0,17.0,1.0,478.22999999999956,Debit,New York,Branch,Engineer,Low,Young,3.0
668.67,44.0,143.0,4.0,13446.81,Debit,Indianapolis,Online,Doctor,Low,Young,3.0
80.23999999999998,53.0,58.0,1.0,8012.81,Debit,Albuquerque,Branch,Retired,Low,Young,3.0
8.649999999999977,68.0,198.0,1.0,4201.22,Debit,Seattle,Branch,Doctor,Low,Young,3.0
178.91,18.0,19.0,1.0,8870.89,Debit,Seattle,ATM,Student,Low,Young,1.0
115.22,27.0,108.0,1.0,906.1999999999998,Debit,Boston,ATM,Doctor,Low,Young,0.0
161.63,46.0,276.0,1.0,9286.37,Debit,Phoenix,ATM,Doctor,Low,Young,0.0
542.75,70.0,63.0,1.0,2224.08,Debit,Mesa,Branch,Retired,Low,Young,3.0
317.47,67.0,16.0,1.0,14639.28,Debit,Nashville,ATM,Engineer,Low,Young,3.0
280.99,45.0,29.000000000000014,1.0,9733.59,Credit,San Jose,Online,Doctor,Low,Young,0.0
24.189999999999998,29.0,27.999999999999986,1.0,2756.2,Debit,Nashville,ATM,Engineer,Low,Young,3.0
586.85,36.0,86.0,1.0,6655.15,Debit,Austin,Branch,Retired,Low,Young,3.0
372.41,55.0,143.0,1.0,3233.87,Debit,San Francisco,Online,Retired,Low,Young,3.0
297.6564675428116,20.0,148.0,1.0,1676.5699999999997,Credit,Louisville,Branch,Doctor,Low,Young,0.0
383.69,54.0,285.0,1.0,8371.11,Debit,San Diego,Online,Engineer,Low,Young,0.0
247.17,65.0,149.0,1.0,2611.64,Credit,Raleigh,Online,Doctor,Low,Young,3.0
48.78000000000003,18.0,136.0,1.0,552.0599999999995,Debit,Fresno,Online,Retired,Low,Young,2.0
4.149999999999977,60.0,119.0,1.0,6017.36,Debit,Raleigh,Branch,Doctor,Low,Young,0.0
60.99000000000001,34.0,58.0,1.0,7281.46,Credit,Sacramento,Branch,Doctor,Low,Young,0.0
408.19,26.0,241.0,1.0,6847.47,Credit,Virginia Beach,Branch,Engineer,Low,Young,0.0
524.6,58.0,76.0,1.0,13017.7,Debit,Houston,Online,Engineer,Low,Young,3.0
108.96000000000001,26.0,247.0,1.0,7597.66,Debit,Fort Worth,Branch,Doctor,Low,Young,0.0
70.03000000000003,63.0,49.0,1.0,7330.31,Debit,Charlotte,ATM,Retired,Low,Young,3.0
124.84,52.0,79.0,1.0,6711.78,Debit,Portland,Branch,Student,Low,Young,0.0
324.04,54.0,30.0,1.0,2248.06,Credit,Houston,Online,Engineer,Low,Young,2.0
39.69,70.0,163.0,1.0,3524.68,Debit,Denver,Branch,Student,Low,Young,1.0
157.7,58.0,46.0,1.0,8332.58,Debit,Phoenix,Online,Retired,Low,Young,3.0
81.26999999999998,22.0,68.0,1.0,1814.48,Debit,Omaha,Branch,Doctor,Low,Young,0.0
193.82,37.0,176.0,1.0,3886.77,Debit,El Paso,ATM,Engineer,Low,Young,0.0
16.730000000000018,79.0,165.0,1.0,7591.13,Debit,Virginia Beach,Online,Student,Low,Young,1.0
474.05,57.0,214.0,1.0,1484.31,Credit,Jacksonville,Branch,Retired,Low,Young,3.0
39.20999999999998,66.0,245.0,4.0,9385.57,Debit,Louisville,Branch,Student,Low,Young,1.0
637.75,79.0,152.0,1.0,4202.92,Credit,Memphis,Branch,Student,Low,Young,1.0
153.59,66.0,174.0,1.0,4813.12,Credit,Sacramento,Branch,Doctor,Low,Young,0.0
186.6,18.0,139.0,1.0,9716.68,Debit,Boston,ATM,Doctor,Low,Young,3.0
644.08,24.0,55.0,1.0,1980.62,Credit,Las Vegas,Branch,Doctor,Low,Young,0.0
226.66,41.0,168.0,1.0,10216.25,Debit,Charlotte,Online,Doctor,Low,Young,3.0
305.0,22.0,222.0,1.0,944.8299999999999,Credit,Mesa,Branch,Student,Low,Young,1.0
233.1,42.0,37.0,1.0,7469.2,Debit,Virginia Beach,Branch,Doctor,Low,Young,0.0
793.13,68.0,76.0,1.0,13389.16,Debit,Portland,ATM,Retired,Low,Young,2.0
224.19,52.0,93.0,1.0,8475.47,Debit,San Antonio,Branch,Student,Low,Young,1.0
214.83,23.0,63.0,1.0,991.6900000000005,Debit,Boston,ATM,Student,Low,Young,1.0
163.46,63.0,111.0,1.0,6953.8,Debit,Denver,Branch,Doctor,Low,Young,2.0
194.99,34.0,91.0,1.0,1370.0299999999997,Debit,Colorado Springs,ATM,Engineer,Low,Young,2.0
23.399999999999977,46.0,175.0,4.0,14851.28,Credit,Charlotte,ATM,Student,Low,Young,1.0
227.5,34.0,277.0,1.0,11505.35,Debit,Sacramento,ATM,Student,Low,Young,1.0
259.9,26.0,100.0,1.0,914.2799999999997,Credit,San Antonio,Branch,Student,Low,Young,1.0
59.50999999999999,36.0,55.0,1.0,9955.88,Debit,Los Angeles,Branch,Engineer,Low,Young,1.0
50.629999999999995,64.0,143.0,1.1216216216216217,4732.81,Debit,El Paso,Branch,Engineer,Low,Young,3.0
1074.95,20.0,91.0,1.0,530.8599999999997,Debit,Boston,ATM,Engineer,Low,Young,0.0
112.94,73.0,31.0,1.0,3807.84,Debit,San Antonio,Online,Retired,Low,Young,3.0
11.810000000000002,21.0,131.0,1.0,320.25,Debit,Omaha,Branch,Student,Low,Young,1.0
329.14,55.0,13.999999999999986,1.0,12033.92,Debit,Omaha,ATM,Retired,Low,Young,3.0
154.24,61.0,82.0,1.0,6109.55,Debit,Oklahoma City,Online,Doctor,Low,Young,1.0
233.44,20.0,297.0,1.0,1691.88,Debit,San Jose,ATM,Engineer,Low,Young,1.0
141.8,18.0,116.0,1.0,1697.67,Credit,Las Vegas,Online,Retired,Low,Young,3.0
209.03000000000003,55.0,126.0,1.0,8359.5,Debit,Fort Worth,Branch,Doctor,Low,Young,0.0
1137.63,26.0,144.0,1.0,1629.12,Debit,Austin,Online,Retired,Low,Young,3.0
261.14,42.0,162.0,1.0,6100.08,Debit,Detroit,ATM,Retired,Low,Young,3.0
101.81,45.0,105.0,1.1216216216216217,13872.03,Debit,New York,Branch,Doctor,Low,Young,0.0
98.70999999999998,32.0,117.0,1.0,10095.23,Debit,Mesa,ATM,Doctor,Low,Young,0.0
87.38,21.0,252.0,1.0,1504.9899999999998,Debit,Houston,Branch,Student,Low,Young,1.0
83.38999999999999,32.0,158.0,1.0,13182.11,Credit,Mesa,ATM,Doctor,Low,Young,3.0
267.55,46.0,40.0,1.0,4330.04,Credit,Tucson,Branch,Engineer,Low,Young,1.0
870.05,29.0,39.0,1.0,905.25,Debit,Chicago,Online,Retired,Low,Young,3.0
154.32,38.0,119.42293906810036,1.0,6972.5,Credit,Omaha,Branch,Doctor,Low,Young,0.0
164.51,78.0,110.0,1.0,3553.69,Debit,Mesa,ATM,Student,Low,Young,0.0
758.12,69.0,90.0,1.0,6164.65,Credit,Chicago,Branch,Retired,Low,Young,3.0
103.75999999999999,28.0,188.0,1.0,9626.14,Debit,Kansas City,ATM,Retired,Low,Young,3.0
583.92,55.0,139.0,1.0,6364.14,Debit,Phoenix,ATM,Student,Low,Young,2.0
204.06,77.0,159.0,1.0,4351.83,Debit,Raleigh,Branch,Engineer,Low,Young,3.0
53.51000000000002,56.0,165.0,1.0,5773.5,Debit,Milwaukee,ATM,Student,Low,Young,1.0
1108.46,30.0,262.0,1.0,9257.04,Debit,Sacramento,Branch,Student,Low,Young,0.0
52.94999999999999,68.0,13.999999999999986,1.0,6335.58,Debit,Jacksonville,Branch,Doctor,Low,Young,3.0
120.17000000000002,49.0,105.0,1.0,5403.79,Debit,Fresno,Online,Doctor,Low,Young,0.0
220.8,31.0,27.999999999999986,1.0,8135.31,Debit,Virginia Beach,ATM,Engineer,Low,Young,1.0
119.00999999999999,45.0,87.0,1.0,9798.26,Debit,El Paso,Online,Engineer,Low,Young,1.0
183.32,21.0,74.0,1.0,137.42000000000007,Debit,San Diego,Online,Engineer,Low,Young,2.0
858.88,60.0,227.0,1.0,7015.46,Debit,Fresno,ATM,Retired,Low,Young,3.0
11.45999999999998,41.0,128.0,1.0,2356.71,Debit,Miami,Online,Retired,Low,Young,3.0
61.37000000000003,75.0,164.0,1.0,4294.44,Debit,San Antonio,ATM,Engineer,Low,Young,1.0
103.07999999999998,49.0,150.0,1.0,9251.38,Debit,Fort Worth,Branch,Student,Low,Young,1.0
1.2099999999999795,55.0,196.0,1.0,7542.74,Debit,Charlotte,Online,Engineer,Low,Young,1.0
425.18,26.0,172.0,1.0,9880.71,Credit,Austin,Branch,Student,Low,Young,1.0
60.96000000000001,52.0,238.0,1.0,6189.24,Debit,Milwaukee,Branch,Retired,Low,Young,3.0
64.21000000000001,51.0,37.0,1.0,12540.18,Debit,San Francisco,Online,Student,Low,Young,2.0
523.02,53.0,83.0,1.0,4586.11,Credit,New York,Branch,Retired,Low,Young,3.0
50.25999999999999,65.0,164.0,1.0,1519.38,Debit,Boston,ATM,Engineer,Low,Young,2.0
110.07999999999998,19.0,95.0,1.0,1447.2600000000002,Debit,Dallas,ATM,Retired,Low,Young,3.0
54.47,23.0,34.0,1.0,1131.4200000000005,Debit,Raleigh,Branch,Retired,Low,Young,3.0
79.75999999999999,68.0,115.0,1.0,10278.75,Debit,Fresno,Branch,Student,Low,Young,1.0
16.79000000000002,30.0,146.0,1.0,535.1499999999996,Debit,Nashville,ATM,Retired,Low,Young,3.0
1531.31,18.0,62.0,4.0,859.8599999999997,Debit,Los Angeles,Branch,Doctor,Low,Young,2.0
68.62,29.0,157.0,1.0,13891.47,Debit,Louisville,Branch,Doctor,Low,Young,3.0
297.6564675428116,20.0,280.0,1.0,1545.77,Debit,Boston,Branch,Retired,Low,Young,3.0
643.38,18.0,105.0,1.0,1046.7399999999998,Debit,Milwaukee,Branch,Student,Low,Young,1.0
328.34,42.0,31.0,1.0,2840.45,Debit,Fresno,ATM,Retired,Low,Young,3.0
72.68,69.0,44.0,1.0,6216.77,Debit,San Francisco,ATM,Retired,Low,Young,3.0
354.76,51.0,279.0,1.0,10141.92,Debit,Milwaukee,Branch,Student,Low,Young,1.0
793.88,22.0,252.0,1.0,1404.06,Credit,San Jose,Branch,Retired,Low,Young,3.0
29.220000000000027,27.0,69.0,1.0,7795.79,Debit,Los Angeles,ATM,Student,Low,Young,1.0
653.97,37.0,100.0,1.0,3886.65,Credit,San Jose,Branch,Student,Low,Young,1.0
